station_id,latitude,longitude
1196,47.6067,9.7443
3429,47.3915,9.3489
918,50.4668,3.6727
907,51.3604,3.3472
2980,50.7657,7.0753
3523,46.3866,6.1462
3592,43.5743,2.9833
2658,59.334,18.196
3859,52.498352,4.927931
1452,55.648399,-4.8181
3271,50.688202,4.5669
2989,47.2934,0.6856
2515,51.0426,6.5464
2108,48.072,7.9032
1264,54.0504,-2.8124
1796,53.7816,-0.6422
3819,51.0254,3.7464
3778,46.8232,7.5683
3765,48.3982,8.8572
1638,48.3335,7.9361
2570,37.53,-8.3306
1854,37.6032,-8.2071
2770,51.5368,4.9514
3743,38.2418,26.0216
1541,53.1861,-2.4471
3459,45.439301,7.7957
3728,49.0232,12.5196
2685,52.2474,5.667
3731,49.0266,12.5178
3016,49.047577,12.857063
2735,52.377804,8.6387
2690,52.234,5.644
1316,51.3235,12.4266
1047,52.1083,9.3622
1294,59.8901,10.8222
277,51.0676,3.6918
908,49.0728,11.8809
1055,47.8407,7.8452
3622,54.4161,8.923
1152,52.2573,-1.7683
1832,56.06,-3.2304
3076,43.0784,-6.1868
1394,51.534,-0.2174
2558,37.603008,-8.20737
2981,51.9674,5.2398
948,52.5181,13.6285
3745,45.7014,5.7614
252,39.1578,-1.5808
3533,43.4546,6.675
3428,52.5335,13.4144
1035,48.0929,11.7678
3670,51.474728,6.544788
2081,50.4162,4.402
3727,49.3434,8.6832
3219,51.024399,3.8661
2310,47.471382,11.990909
2555,38.730999,-9.1373
3044,47.841099,11.1572
2444,52.782,-1.2444
3684,47.5304,7.596
2239,50.601795,4.491273
3700,47.5272,7.5966
3415,52.3795,4.8498
3019,50.731201,1.6365
3512,52.1012,5.1271
2675,50.7994,-3.1886
3645,61.5664,28.2694
3198,48.6404,-2.0284
3332,46.6022,0.2676
3667,51.5643,8.0958
1913,51.348,12.3671
3157,51.737,9.026
4302,59.2591,17.9928
4181,59.4191,17.9652
4396,59.4554,17.9104
4487,37.915,-8.1214
4544,57.1228,18.3858
4157,50.356491,-4.454543
4612,59.0951,18.0055
4003,57.1457,18.3938
4664,57.705902,-3.43698
4308,59.380447,18.109283
4590,59.2372,18.1025
4347,51.133614,4.151013
4479,53.066,6.3225
4161,57.65411,-3.603375
199,69.6275,18.3481
4441,51.1303,4.8699
4542,53.555752,8.369884
4190,52.1012,5.1271
2138,52.945286,5.926623
4314,52.388065,8.057005
4189,52.1046,5.0255
4438,53.5632,8.3804
4566,50.701275,4.574448
4319,57.667,12.1478
4191,52.068,5.1652
4281,48.0638,8.5428
4400,43.7457,1.2174
4339,51.327057,12.376166
4287,50.8532,4.4186
4488,52.074036,-0.547332
4340,48.6096,9.3546
4541,55.5075,9.9297
4676,53.2268,5.7166
4180,43.7088,5.6578
4686,51.784229,7.52893
4653,51.640411,-0.132628
4614,48.894,2.6983
4163,52.4806,13.2744
4295,48.997,2.2175
4594,48.0319,16.4945
4501,56.0521,-4.5069
4561,52.8449,-1.142
4194,50.7215,-3.0612
3453,52.5317,13.3378
4562,42.5696,2.8983
4193,59.229,18.1555
4567,52.9544,6.3461
4207,51.7406,7.1934
4109,51.356598,0.238742
4397,54.4668,-1.2145
4158,47.779522,-0.667505
4391,50.8907,3.0597
4492,52.3163,5.0303
4585,53.5933,9.9965
4674,54.202,-1.4018
4651,52.1767,5.8329
584,45.2664,4.773
4493,55.7496,12.3253
4643,51.0837,5.7167
4232,48.89172,8.677562
4297,52.0333,0.1753
4398,51.507,-0.298
4603,50.1641,-5.6699
4311,52.092117,0.867892
3445,49.157,0.105
4636,51.7986,1.1316
3363,51.5834,3.6618
4552,60.3772,-0.923
4090,50.922745,5.95692
4662,51.520561,5.485526
4296,50.6786,4.7227
